CAP_Round,College Code,Institute,Location,Status,Branch Code,Branch,DEFOPENS_Rank,DEFOBCS_Rank,DEFROBCS_Rank,DEFRNT1S_Rank,DEFRNT2S_Rank,DEFRNT3S_Rank,DEFRSCS_Rank,DEFRVJS_Rank,EWS_Rank,GNT1H_Rank,GNT1O_Rank,GNT1S_Rank,GNT2H_Rank,GNT2O_Rank,GNT2S_Rank,GNT3H_Rank,GNT3O_Rank,GNT3S_Rank,GOBCO_Rank,GOBCS_Rank,GOBCH_Rank,GOPENH_Rank,GOPENO_Rank,GOPENS_Rank,GSCH_Rank,GSCO_Rank,GSCS_Rank,GSTH_Rank,GSTO_Rank,GSTS_Rank,GVJH_Rank,GVJO_Rank,GVJS_Rank,LNT1O_Rank,LNT1S_Rank,LNT2O_Rank,LNT2S_Rank,LNT3O_Rank,LNT3S_Rank,LOBCO_Rank,LOBCS_Rank,LOBCH_Rank,LOPENH_Rank,LOPENO_Rank,LOPENS_Rank,LSCH_Rank,LSCO_Rank,LSCS_Rank,LSTH_Rank,LSTO_Rank,LSTS_Rank,LVJH_Rank,LVJO_Rank,LVJS_Rank,MI_Rank,ORPHAN_Rank,PWDOPENH_Rank,PWDOPENS_Rank,PWDROBC_Rank,PWDROBCS_Rank,PWDRNT3S_Rank,PWDRSCS_Rank,PWDSCS_Rank,PWDRVJS_Rank,TFWS_Rank,DEFOPENS_Percentile,DEFOBCS_Percentile,DEFROBCS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOBCH_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOBCH_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDROBC_Percentile,PWDROBCS_Percentile,PWDRNT3S_Percentile,PWDRSCS_Percentile,PWDSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
1,6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Narhe (Ambegaon),Un-Aided,618224610,Information Technology,43309,Null,Null,Null,Null,Null,Null,Null,28206,Null,Null,Null,Null,26731,Null,Null,Null,Null,24164,Null,32076,31323,23909,Null,72700,33056,Null,112199,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25906,Null,32219,29308,25824,Null,79736,Null,Null,Null,Null,Null,50697,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18918,81.8555930,Null,Null,Null,Null,Null,Null,Null,88.4658665,Null,Null,Null,Null,89.0822549,Null,Null,Null,Null,90.1789743,Null,86.8453057,87.0718315,90.2424513,Null,66.8171727,86.3437564,Null,38.9045575,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89.4065093,Null,86.8382436,88.0751247,89.4673668,Null,62.7344336,Null,Null,Null,Null,Null,78.3430016,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.4274364
1,6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Narhe (Ambegaon),Un-Aided,618237210,Electronics and Telecommunication Engg,105012,Null,107028,Null,Null,Null,Null,Null,49950,95748,Null,Null,68950,50145,Null,69870,49156,Null,48838,Null,58901,56999,47663,Null,114680,53868,Null,Null,Null,Null,121571,60376,Null,93521,Null,Null,Null,Null,Null,46508,Null,56661,54682,46106,Null,101947,63819,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,41861,44.6898706,Null,43.1162283,Null,Null,Null,Null,Null,78.5775598,52.2415622,Null,Null,69.0354573,78.4161664,Null,68.8122862,79.2648162,Null,79.4628516,Null,74.1935484,75.1687111,79.7807688,Null,36.1619626,76.8390440,Null,Null,Null,Null,29.3464077,73.4109953,Null,53.6496624,Null,Null,Null,Null,Null,80.2375547,Null,75.3402820,76.6367377,80.6210251,Null,47.3478734,71.6671025,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,82.3346823
1,6182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",Narhe (Ambegaon),Un-Aided,618261210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,139732,138743,Null,Null,Null,Null,Null,139415,Null,Null,Null,Null,Null,137834,115426,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140557,110654,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.2955526,7.7808076,Null,Null,Null,Null,Null,6.6691673,Null,Null,Null,Null,Null,9.2832820,35.6245090,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5.0035420,39.9066862,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Bhima,Un-Aided Religious Minority - Muslim,618324510,Computer Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70158,52216,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61713,57304,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,134384,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,68.4014140,77.7994669,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,73.1851907,75.1476841,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13.9344262,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Bhima,Un-Aided Religious Minority - Muslim,618337210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97026,80882,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,105523,86641,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,142127,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50.8083922,61.6397637,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44.0513989,58.1382561,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.2671015,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Bhima,Un-Aided Religious Minority - Muslim,618361210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,69936,93946,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,107399,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,68.4014140,52.7523799,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42.9215913,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618419110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,137025,97502,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10.7415831,50.6107355,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618424510,Computer Engineering,58614,Null,81588,Null,Null,Null,Null,Null,40016,78140,36312,Null,49821,Null,Null,56471,Null,Null,34668,Null,45728,42153,33240,Null,91502,46843,Null,98423,Null,Null,68751,44906,Null,Null,Null,54647,Null,Null,Null,40079,Null,46048,41814,34786,Null,83019,57058,Null,Null,Null,Null,72025,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28014,74.4658288,Null,61.4332053,Null,Null,Null,Null,Null,83.3758440,63.6910141,85.1488129,Null,78.5775598,Null,Null,75.3402820,Null,Null,85.6187666,Null,80.8641005,82.2515860,86.2561357,Null,55.2709127,80.0793682,Null,49.6143282,Null,Null,69.2172491,81.0174211,Null,Null,Null,76.6367377,Null,Null,Null,83.3483950,Null,80.6210251,82.3346823,85.4752553,Null,60.8798115,75.1687111,Null,Null,Null,Null,67.1534217,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88.5960295
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618424610,Information Technology,83851,Null,135641,Null,Null,Null,Null,Null,44830,79859,Null,Null,Null,38467,Null,57854,Null,Null,37410,Null,50208,47826,37312,Null,95736,54626,Null,Null,Null,Null,82579,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50196,46068,43185,Null,78261,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,29324,59.9249812,Null,12.6949825,Null,Null,Null,Null,Null,81.0352521,62.4868401,Null,Null,Null,84.0516274,Null,75.1338688,Null,Null,84.4304792,Null,78.4161664,79.7807688,84.4494892,Null,52.2415622,76.6367377,Null,Null,Null,Null,60.9799222,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,78.4161664,80.6210251,82.0912919,Null,63.6910141,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,88.0695638
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618429310,Electrical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,94650,Null,Null,Null,134157,99763,Null,Null,Null,Null,110407,Null,120473,131765,87830,Null,136477,104012,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,100273,Null,100074,Null,140037,121996,97024,Null,120573,135220,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93039,Null,Null,Null,Null,Null,Null,Null,Null,52.5567137,Null,Null,Null,14.5915161,49.2213366,Null,Null,Null,Null,39.9251777,Null,30.5890703,17.8500207,57.7272051,Null,11.2906846,45.9472716,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,48.9725355,Null,49.0455617,Null,6.1050754,28.9238020,50.8083922,Null,30.5890703,13.3162279,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,53.8156961
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618437210,Electronics and Telecommunication Engg,Null,Null,Null,Null,Null,Null,Null,Null,60288,Null,Null,Null,90631,Null,Null,Null,Null,Null,61273,Null,73798,69672,55152,Null,124860,87955,Null,Null,Null,Null,109684,88320,Null,102420,Null,Null,Null,Null,Null,54847,Null,80170,69521,54001,Null,116046,79414,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,49163,Null,Null,Null,Null,Null,Null,Null,Null,73.4109953,Null,Null,Null,55.4490884,Null,Null,Null,Null,Null,73.2522683,Null,66.3914919,68.8122862,76.2843676,Null,26.0127532,57.7272051,Null,Null,Null,Null,40.6521983,56.9822530,Null,46.4534231,Null,Null,Null,Null,Null,76.6166542,Null,62.3996115,68.9337823,76.7693871,Null,35.1726957,62.7344336,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,79.2648162
1,6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Haveli,Un-Aided,618461210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,139259,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,130432,131620,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,59051,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7.2570822,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19.1048437,17.8500207,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,74.1356658,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6185,Sinhgad Institute of Technology,,Un-Aided,618524510,Computer Engineering,50373,57932,56861,Null,Null,Null,Null,Null,30220,62704,33394,Null,41991,26590,Null,38484,31009,Null,29250,Null,37688,34027,25901,Null,75818,34197,Null,138846,36720,Null,50606,34608,Null,Null,Null,Null,Null,Null,Null,35403,Null,39729,36098,24069,Null,79020,33724,Null,131561,Null,Null,82299,56926,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18873,78.4065273,75.0737739,75.1725431,Null,Null,Null,Null,Null,87.5456222,72.3082536,86.1668982,Null,82.3107244,89.1792071,Null,84.0516274,87.2266503,Null,88.0751247,Null,84.3950599,86.0109616,89.4065093,Null,65.0367935,85.9227307,Null,7.7309237,84.5158411,Null,78.3430016,85.6187666,Null,Null,Null,Null,Null,Null,Null,85.3410413,Null,83.3890161,85.1537884,90.1850615,Null,63.3857031,86.0518493,Null,18.1280678,Null,Null,61.2935921,75.1725431,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.4568642
1,6185,Sinhgad Institute of Technology,,Un-Aided,618524610,Information Technology,34342,Null,Null,Null,Null,Null,Null,Null,33261,70683,Null,Null,41044,Null,Null,43856,Null,Null,29157,Null,42372,38118,24064,Null,72636,27422,Null,105383,100789,Null,55655,Null,Null,Null,Null,Null,Null,Null,Null,35368,Null,38801,36136,31192,Null,61057,37066,Null,85454,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19483,85.9219677,Null,Null,Null,Null,Null,Null,Null,86.2561357,67.9544349,Null,Null,82.8695230,Null,Null,81.4853713,Null,Null,88.0771545,Null,82.2266135,84.2081516,90.1850615,Null,66.9527897,88.7938441,Null,44.0513989,48.0589023,Null,75.8958975,Null,Null,Null,Null,Null,Null,Null,Null,85.3410413,Null,83.8780770,85.1537884,87.2113119,Null,73.2701208,84.4681938,Null,58.7429854,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.1548708
1,6185,Sinhgad Institute of Technology,,Un-Aided,618529310,Electrical Engineering,124389,Null,Null,Null,Null,Null,Null,Null,79965,135326,87728,Null,101148,74895,Null,Null,67539,Null,73454,Null,111338,99622,65151,Null,135359,98792,Null,113766,Null,Null,93043,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,119567,105596,53076,Null,106159,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65666,26.0539861,Null,Null,Null,Null,Null,Null,Null,62.4868401,13.2248410,57.7272051,Null,47.6387427,65.4207881,Null,Null,69.6572694,Null,66.4309764,Null,39.4392454,49.2213366,71.2687819,Null,13.2248410,49.5548073,Null,36.6068088,Null,Null,53.8156961,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,31.6482893,44.0513989,77.0079706,Null,43.5071268,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71.0587355
1,6185,Sinhgad Institute of Technology,,Un-Aided,618537210,Electronics and Telecommunication Engg,112439,Null,122066,Null,Null,Null,Null,Null,52691,91493,Null,Null,69064,Null,Null,81417,Null,Null,48750,Null,70021,65221,47813,Null,135321,57236,Null,Null,Null,Null,108762,64703,Null,Null,Null,50828,Null,Null,Null,45637,Null,65839,63187,43646,Null,137406,80642,Null,Null,Null,Null,124463,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47789,38.9045575,Null,28.9238020,Null,Null,Null,Null,Null,77.4193548,55.2709127,Null,Null,69.0354573,Null,Null,61.4332053,Null,Null,79.4628516,Null,68.4014140,71.1698646,79.7807688,Null,13.3162279,75.1687111,Null,Null,Null,Null,42.2969628,71.3590844,Null,Null,Null,78.3430016,Null,Null,Null,80.8641005,Null,71.0587355,71.9809302,81.5104589,Null,9.7383065,61.6881259,Null,Null,Null,Null,26.0539861,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,79.7807688
1,6185,Sinhgad Institute of Technology,,Un-Aided,618561210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,125178,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,141266,107271,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,137905,122392,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25.3087578,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.8552498,42.9215913,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9.2629778,28.6046774,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Un-Aided,618719110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,133685,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,142825,130403,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,118902,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15.5096512,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.8986314,19.1048437,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,32.3660798,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Un-Aided,618724510,Computer Engineering,47328,62823,62403,Null,Null,Null,Null,Null,27509,50248,24133,Null,31811,24089,Null,35070,Null,Null,26416,Null,33590,31035,22539,Null,72981,37831,Null,66428,Null,Null,67463,24671,Null,Null,Null,35124,Null,Null,Null,26938,Null,33803,28252,24756,Null,63035,37854,Null,Null,138281,Null,78704,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19850,79.8081214,72.3082536,72.3940120,Null,Null,Null,Null,Null,88.7549097,78.4161664,90.1850615,Null,86.9095112,90.1850615,Null,85.4157370,Null,Null,89.2735528,Null,86.1075077,87.2266503,90.8627157,Null,66.8171727,84.2884307,Null,70.5106049,Null,Null,69.6572694,89.9938688,Null,Null,Null,85.4157370,Null,Null,Null,88.9904805,Null,86.0518493,88.4658665,89.9663300,Null,71.9809302,84.2884307,Null,Null,8.8688138,Null,63.6508999,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.0809832
1,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Un-Aided,618724610,Information Technology,46170,Null,67788,Null,Null,Null,Null,Null,29064,50840,Null,Null,36939,Null,Null,Null,32462,Null,23216,Null,37004,33804,21936,Null,57063,37993,Null,74788,Null,Null,Null,29944,Null,Null,Null,Null,Null,Null,Null,Null,Null,38245,32959,25610,Null,74472,32659,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22363,80.6210251,Null,69.6572694,Null,Null,Null,Null,Null,88.0989788,78.3430016,Null,Null,84.5084815,Null,Null,Null,86.6965956,Null,90.5963303,Null,84.5084815,86.0518493,91.1342735,Null,75.1687111,84.2160540,Null,65.4207881,Null,Null,Null,87.6984872,Null,Null,Null,Null,Null,Null,Null,Null,Null,84.2081516,86.3550668,89.5398277,Null,65.9622938,86.5566392,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90.9347270
1,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Un-Aided,618737210,Electronics and Telecommunication Engg,106133,Null,Null,Null,Null,Null,Null,Null,54455,79891,66778,Null,67276,55718,Null,72362,Null,Null,47413,Null,62870,59613,45865,Null,127693,51287,Null,Null,Null,Null,99271,Null,Null,Null,Null,Null,Null,Null,Null,49322,Null,61585,57958,45298,Null,118302,78064,Null,Null,Null,Null,92611,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44717,43.5071268,Null,Null,Null,Null,Null,Null,Null,76.7173434,62.4868401,70.2813361,Null,69.6924231,75.8958975,Null,66.9527897,Null,Null,79.7907966,Null,72.3082536,74.0797795,80.7328826,Null,22.6551453,78.1143775,Null,Null,Null,Null,49.4761567,Null,Null,Null,Null,Null,Null,Null,Null,79.2648162,Null,73.1851907,75.0737739,81.0090469,Null,32.6609746,63.6910141,Null,Null,Null,Null,54.0043616,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,81.0352521
1,6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",Pune,Un-Aided,618761210,Mechanical Engineering,Null,Null,Null,Null,Null,Null,Null,Null,139794,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,129518,135194,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,109651,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.1929085,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20.5666554,13.3162279,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40.6521983,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Un-Aided,620319110,Civil Engineering,Null,Null,Null,Null,Null,Null,Null,Null,115674,Null,Null,Null,133724,Null,Null,125196,Null,Null,Null,Null,Null,130754,118224,Null,141416,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,120956,142449,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35.6213901,Null,Null,Null,15.5096512,Null,Null,25.3087578,Null,Null,Null,Null,Null,18.9046135,32.6609746,Null,3.3914874,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,29.9996237,1.6809234,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
1,6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Un-Aided,620324510,Computer Engineering,41795,Null,47917,Null,Null,Null,Null,Null,27292,54839,30835,Null,35343,23584,Null,Null,Null,Null,22735,Null,32919,29879,20306,Null,68022,28654,Null,122217,128845,Null,71788,30973,Null,Null,Null,Null,Null,35976,Null,23114,Null,34333,29992,21877,Null,67346,29556,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18841,82.3346823,Null,79.7413145,Null,Null,Null,Null,Null,88.8028432,76.6166542,87.2543136,Null,85.3534944,90.4575998,Null,Null,Null,Null,90.7704894,Null,86.3550668,87.6993762,91.7656790,Null,69.5976990,88.2671548,Null,28.6046774,21.2207239,Null,67.3938217,87.2266503,Null,Null,Null,Null,Null,85.1782223,Null,90.6234798,Null,85.9219677,87.6984872,91.2254517,Null,69.6924231,88.0318823,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92.4568642
1,6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Un-Aided,620361210,Mechanical Engineering,131247,Null,Null,Null,Null,Null,Null,Null,102603,Null,Null,Null,119341,Null,Null,Null,Null,Null,102881,Null,136635,127818,96392,Null,134316,130538,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,118586,Null,127828,122375,97241,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71061,18.4453326,Null,Null,Null,Null,Null,Null,Null,46.4534231,Null,Null,Null,31.7228694,Null,Null,Null,Null,Null,46.4499379,Null,11.1520155,22.6551453,51.4762755,Null,14.4711178,19.1048437,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,32.4663078,Null,22.6551453,28.6046774,50.6107355,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67.7119280
